ANO,AGREGACAO,CODIGO,NOME,IDHM,IDHM_L,IDHM_E,IDHM_R,IDHMAD,IDHMAD_L,IDHMAD_E,IDHMAD_R,IDHMAD_PERDA,IDHMAD_L_PERDA,IDHMAD_E_PERDA,IDHMAD_R_PERDA,ESPVIDA,T_FREQ5A6,T_FUND11A13,T_FUND15A17,T_MED18A20,T_FUND18M,ANOSEST,RDPC,GINI,THEIL
2012,BRASIL,,,0.746,0.825,0.687,0.732,0.571,0.743,0.55,0.456,23.5,10.0,20.0,37.7,74.48,92.54,86.68,64.0,49.28,60.61,8.56,759.11,0.54,0.526
2013,BRASIL,,,0.753,0.83,0.698,0.737,0.581,0.749,0.562,0.467,22.8,9.7,19.5,36.7,74.8,93.74,87.58,66.21,50.11,61.51,8.69,784.47,0.532,0.509
2014,BRASIL,,,0.762,0.835,0.715,0.741,0.593,0.757,0.581,0.474,22.2,9.4,18.8,36.0,75.11,94.42,89.09,68.14,52.76,63.01,8.88,806.32,0.526,0.495
2015,BRASIL,,,0.765,0.84,0.724,0.736,0.598,0.764,0.591,0.473,21.9,9.1,18.4,35.8,75.4,94.93,90.67,68.18,53.84,64.16,9.03,780.32,0.524,0.493
2016,BRASIL,,,0.771,0.845,0.74,0.734,0.596,0.77,0.602,0.457,22.7,8.9,18.6,37.7,75.68,96.55,92.44,69.47,55.89,65.68,9.13,770.94,0.537,0.524
2017,BRASIL,,,0.774,0.849,0.742,0.735,0.599,0.775,0.611,0.453,22.6,8.7,17.7,38.4,75.96,96.59,93.12,69.21,56.54,65.45,9.26,774.72,0.539,0.53
2018,BRASIL,,,0.78,0.854,0.749,0.741,0.602,0.781,0.622,0.45,22.7,8.5,16.9,39.3,76.22,96.95,93.34,70.05,58.49,66.23,9.45,802.94,0.545,0.548
2019,BRASIL,,,0.785,0.858,0.76,0.743,0.609,0.787,0.634,0.453,22.4,8.3,16.6,39.0,76.47,96.86,94.09,71.48,60.26,67.42,9.55,814.3,0.544,0.547
2020,BRASIL,,,0.784,0.854,0.768,0.736,0.618,0.777,0.65,0.467,21.2,9.0,15.3,36.5,76.21,91.99,94.97,73.11,62.87,69.48,9.82,779.13,0.524,0.485
2021,BRASIL,,,0.766,0.819,0.757,0.724,0.591,0.74,0.64,0.436,22.8,9.6,15.4,39.8,74.16,88.18,94.04,70.56,61.27,70.31,9.91,723.84,0.544,0.537
2012,UF,11.0,Rondônia,0.694,0.758,0.637,0.692,0.53,0.661,0.496,0.453,23.7,12.8,22.2,34.5,70.5,86.56,75.16,60.36,46.78,57.27,7.76,593.78,0.487,0.416
2012,UF,12.0,Acre,0.701,0.791,0.649,0.67,0.502,0.698,0.467,0.387,28.4,11.8,28.1,42.2,72.47,82.55,78.36,60.46,51.04,59.04,7.72,516.75,0.566,0.585
2012,UF,13.0,Amazonas,0.691,0.764,0.632,0.683,0.512,0.668,0.504,0.398,25.9,12.6,20.2,41.7,70.85,87.38,80.8,51.45,37.06,61.27,8.63,559.44,0.589,0.619
2012,UF,14.0,Roraima,0.738,0.752,0.746,0.717,0.558,0.667,0.604,0.432,24.4,11.3,19.1,39.7,70.1,95.16,88.84,66.49,53.31,71.88,9.59,691.06,0.549,0.528
2012,UF,15.0,Pará,0.666,0.771,0.583,0.658,0.501,0.679,0.456,0.405,24.9,11.9,21.7,38.5,71.23,89.41,74.52,46.43,32.86,53.73,7.6,478.8,0.533,0.51
2012,UF,16.0,Amapá,0.707,0.796,0.659,0.673,0.542,0.687,0.538,0.43,23.4,13.7,18.4,36.1,72.77,79.15,77.07,60.45,44.41,66.97,9.09,528.23,0.528,0.483
2012,UF,17.0,Tocantins,0.71,0.785,0.676,0.674,0.536,0.694,0.512,0.433,24.5,11.6,24.2,35.7,72.11,91.91,88.7,64.24,46.55,58.12,7.98,529.31,0.507,0.45
2012,UF,21.0,Maranhão,0.648,0.739,0.611,0.602,0.469,0.631,0.429,0.38,27.6,14.6,29.8,36.8,69.34,94.97,80.66,54.47,37.87,50.84,6.66,338.42,0.498,0.452
2012,UF,22.0,Piauí,0.66,0.753,0.6,0.635,0.484,0.658,0.419,0.41,26.7,12.6,30.2,35.4,70.19,96.44,80.29,55.16,37.73,47.53,6.54,415.17,0.495,0.447
2012,UF,23.0,Ceará,0.701,0.796,0.667,0.648,0.508,0.708,0.48,0.385,27.6,11.1,28.0,40.6,72.78,97.96,88.55,63.24,46.85,53.99,7.19,451.45,0.545,0.54
2012,UF,24.0,Rio Grande do Norte,0.695,0.827,0.617,0.658,0.53,0.739,0.47,0.428,23.8,10.6,23.9,34.9,74.59,96.06,83.56,50.44,38.97,51.89,7.44,478.88,0.508,0.466
2012,UF,25.0,Paraíba,0.673,0.78,0.601,0.649,0.492,0.686,0.427,0.406,26.9,12.0,28.9,37.5,71.8,95.65,81.21,54.5,40.13,47.02,6.72,453.47,0.516,0.476
2012,UF,26.0,Pernambuco,0.688,0.784,0.616,0.673,0.5,0.702,0.456,0.39,27.2,10.4,25.9,42.0,72.03,95.01,79.22,51.01,40.41,52.98,7.6,525.5,0.574,0.595
2012,UF,27.0,Alagoas,0.651,0.749,0.587,0.627,0.475,0.641,0.413,0.406,26.9,14.4,29.6,35.2,69.96,93.29,85.72,46.91,32.19,48.66,6.8,395.06,0.503,0.447
2012,UF,28.0,Sergipe,0.684,0.775,0.607,0.679,0.492,0.682,0.453,0.386,28.0,12.0,25.4,43.2,71.47,97.44,82.04,47.92,34.38,52.29,7.45,547.2,0.569,0.581
2012,UF,29.0,Bahia,0.678,0.79,0.593,0.666,0.49,0.692,0.43,0.396,27.7,12.4,27.5,40.5,72.39,93.95,79.64,47.43,34.69,51.02,7.25,503.29,0.563,0.571
2012,UF,31.0,Minas Gerais,0.75,0.852,0.683,0.726,0.594,0.778,0.551,0.49,20.8,8.7,19.3,32.5,76.12,92.26,92.87,67.56,50.07,55.54,8.11,734.81,0.5,0.441
2012,UF,32.0,Espírito Santo,0.758,0.863,0.692,0.73,0.603,0.792,0.565,0.491,20.4,8.2,18.4,32.7,76.78,92.81,82.16,64.21,54.76,61.25,8.63,750.4,0.489,0.411
2012,UF,33.0,Rio de Janeiro,0.762,0.832,0.703,0.756,0.607,0.758,0.607,0.485,20.4,8.9,13.7,35.8,74.9,92.86,83.21,58.85,48.75,69.14,9.65,882.69,0.528,0.482
2012,UF,35.0,São Paulo,0.812,0.863,0.792,0.782,0.661,0.798,0.68,0.533,18.5,7.5,14.1,31.8,76.8,94.67,94.65,80.06,66.63,70.27,9.77,1037.42,0.511,0.446
2012,UF,41.0,Paraná,0.772,0.846,0.718,0.757,0.624,0.78,0.586,0.531,19.2,7.8,18.4,29.9,75.76,89.66,91.16,73.02,56.54,61.46,8.65,887.28,0.483,0.404
2012,UF,42.0,Santa Catarina,0.792,0.878,0.74,0.764,0.664,0.815,0.637,0.565,16.1,7.2,13.9,26.1,77.7,91.84,93.5,78.47,58.17,62.64,8.95,927.6,0.435,0.326
2012,UF,43.0,Rio Grande do Sul,0.763,0.86,0.674,0.767,0.627,0.796,0.581,0.532,17.9,7.5,13.8,30.7,76.62,84.57,88.05,68.58,45.42,59.47,8.97,944.64,0.495,0.427
2012,UF,50.0,Mato Grosso do Sul,0.733,0.823,0.657,0.729,0.588,0.739,0.53,0.518,19.8,10.2,19.3,28.9,74.35,92.99,89.94,59.82,41.09,56.24,8.31,747.3,0.475,0.389
2012,UF,51.0,Mato Grosso,0.742,0.803,0.694,0.732,0.583,0.713,0.55,0.505,21.4,11.2,20.8,31.0,73.16,88.63,86.27,74.17,47.81,60.7,8.4,758.68,0.487,0.409
2012,UF,52.0,Goiás,0.744,0.807,0.698,0.73,0.595,0.722,0.565,0.516,20.0,10.5,19.0,29.3,73.41,86.63,88.28,69.88,51.76,61.89,8.61,749.3,0.474,0.383
2012,UF,53.0,Distrito Federal,0.825,0.865,0.768,0.846,0.641,0.798,0.671,0.493,22.3,7.8,12.6,41.7,76.87,91.37,87.26,68.66,60.7,76.49,10.88,1546.18,0.601,0.664
2013,UF,11.0,Rondônia,0.687,0.762,0.612,0.694,0.531,0.666,0.477,0.471,22.7,12.6,22.0,32.2,70.71,83.11,80.23,53.97,40.55,55.09,7.74,599.8,0.475,0.39
2013,UF,12.0,Acre,0.706,0.797,0.658,0.67,0.511,0.705,0.472,0.401,27.6,11.5,28.3,40.2,72.84,86.07,81.66,67.43,46.5,57.46,7.61,517.64,0.553,0.543
2013,UF,13.0,Amazonas,0.702,0.769,0.659,0.683,0.53,0.674,0.53,0.417,24.5,12.4,19.5,38.9,71.11,89.53,85.15,57.17,37.66,63.13,8.84,561.11,0.581,0.596
2013,UF,14.0,Roraima,0.738,0.757,0.735,0.723,0.568,0.673,0.598,0.456,23.0,11.1,18.6,36.9,70.44,92.05,92.14,69.04,46.08,70.85,9.63,717.96,0.555,0.546
2013,UF,15.0,Pará,0.671,0.774,0.592,0.66,0.509,0.684,0.462,0.418,24.1,11.6,22.0,36.7,71.44,91.26,78.86,47.06,32.36,53.43,7.64,484.8,0.531,0.499
2013,UF,16.0,Amapá,0.734,0.801,0.714,0.691,0.563,0.692,0.572,0.451,23.3,13.6,19.9,34.8,73.07,88.34,82.47,67.46,52.4,68.78,9.18,588.89,0.513,0.448
2013,UF,17.0,Tocantins,0.719,0.79,0.691,0.68,0.549,0.701,0.522,0.453,23.6,11.3,24.4,33.4,72.42,89.68,88.79,67.08,51.27,59.92,8.11,550.02,0.515,0.464
2013,UF,21.0,Maranhão,0.661,0.744,0.639,0.607,0.486,0.639,0.453,0.396,26.5,14.1,29.1,34.8,69.65,97.12,87.06,57.88,41.15,52.11,6.94,350.41,0.494,0.436
2013,UF,22.0,Piauí,0.679,0.756,0.623,0.666,0.496,0.662,0.442,0.416,27.1,12.4,29.0,37.6,70.38,97.23,85.15,56.26,41.05,49.63,6.87,503.95,0.535,0.516
2013,UF,23.0,Ceará,0.705,0.801,0.667,0.656,0.516,0.715,0.478,0.402,26.8,10.7,28.4,38.7,73.03,98.16,86.32,63.83,48.46,53.96,7.22,472.85,0.537,0.522
2013,UF,24.0,Rio Grande do Norte,0.71,0.831,0.642,0.67,0.539,0.746,0.483,0.435,24.0,10.2,24.8,35.1,74.86,97.07,87.87,56.5,44.22,51.93,7.46,516.0,0.505,0.457
2013,UF,25.0,Paraíba,0.67,0.786,0.584,0.655,0.493,0.695,0.412,0.418,26.5,11.6,29.5,36.2,72.15,94.63,75.73,54.62,37.09,46.43,6.71,471.12,0.513,0.464
2013,UF,26.0,Pernambuco,0.703,0.792,0.641,0.685,0.517,0.713,0.479,0.405,26.5,10.0,25.2,40.9,72.5,94.64,82.16,54.57,44.67,55.23,7.76,569.17,0.566,0.57
2013,UF,27.0,Alagoas,0.648,0.756,0.573,0.629,0.471,0.652,0.404,0.396,27.4,13.7,29.5,37.1,70.37,91.1,81.07,44.77,34.27,47.7,6.7,401.31,0.51,0.467
2013,UF,28.0,Sergipe,0.683,0.779,0.598,0.685,0.5,0.689,0.443,0.409,26.8,11.5,25.9,40.3,71.76,96.01,76.65,43.06,36.61,53.57,7.41,567.26,0.572,0.579
2013,UF,29.0,Bahia,0.68,0.794,0.594,0.667,0.498,0.699,0.432,0.41,26.7,12.0,27.3,38.5,72.66,93.72,80.07,46.83,33.47,52.0,7.34,508.14,0.535,0.514
2013,UF,31.0,Minas Gerais,0.758,0.857,0.692,0.733,0.606,0.785,0.567,0.499,20.0,8.4,18.0,31.9,76.4,94.23,93.29,67.48,52.04,56.28,8.23,765.94,0.491,0.423
2013,UF,32.0,Espírito Santo,0.765,0.87,0.701,0.734,0.609,0.8,0.578,0.488,20.4,8.0,17.5,33.5,77.17,93.65,84.89,67.1,55.12,60.89,8.72,772.78,0.499,0.427
2013,UF,33.0,Rio de Janeiro,0.768,0.837,0.715,0.757,0.618,0.765,0.622,0.497,19.5,8.6,13.0,34.4,75.23,95.68,84.73,62.43,46.45,69.82,9.8,888.32,0.517,0.462
2013,UF,35.0,São Paulo,0.818,0.869,0.8,0.787,0.67,0.806,0.691,0.54,18.1,7.3,13.6,31.4,77.15,95.41,93.63,84.01,66.29,71.25,9.91,1068.69,0.51,0.446
2013,UF,41.0,Paraná,0.782,0.852,0.737,0.761,0.634,0.787,0.608,0.533,18.9,7.6,17.5,29.9,76.09,92.92,93.48,73.4,57.69,63.36,8.95,912.6,0.473,0.387
2013,UF,42.0,Santa Catarina,0.801,0.885,0.757,0.768,0.679,0.823,0.659,0.576,15.3,7.0,13.0,25.0,78.07,92.93,93.12,82.81,57.14,65.33,9.16,949.54,0.428,0.314
2013,UF,43.0,Rio Grande do Sul,0.773,0.865,0.691,0.773,0.642,0.802,0.603,0.546,17.1,7.3,12.8,29.4,76.91,85.32,89.9,69.87,50.08,60.51,9.12,984.82,0.477,0.393
2013,UF,50.0,Mato Grosso do Sul,0.743,0.828,0.674,0.735,0.599,0.746,0.547,0.526,19.4,9.9,18.8,28.5,74.65,93.47,87.54,62.34,45.42,58.75,8.54,775.41,0.472,0.383
2013,UF,51.0,Mato Grosso,0.758,0.807,0.732,0.738,0.604,0.718,0.582,0.526,20.4,11.0,20.5,28.7,73.43,93.81,88.05,80.02,53.29,63.06,8.58,788.18,0.456,0.357
2013,UF,52.0,Goiás,0.752,0.81,0.71,0.74,0.607,0.727,0.577,0.533,19.4,10.3,18.8,28.0,73.58,92.13,88.47,74.13,51.28,61.15,8.6,798.41,0.465,0.368
2013,UF,53.0,Distrito Federal,0.837,0.87,0.794,0.848,0.654,0.804,0.696,0.5,21.8,7.6,12.4,41.0,77.17,88.43,93.43,70.4,67.45,78.33,10.95,1568.87,0.579,0.613
2014,UF,11.0,Rondônia,0.692,0.765,0.627,0.691,0.541,0.67,0.482,0.491,21.8,12.4,23.2,28.9,70.91,88.61,78.19,59.18,41.73,55.16,7.7,589.03,0.443,0.34
2014,UF,12.0,Acre,0.715,0.804,0.679,0.669,0.52,0.715,0.483,0.406,27.3,11.1,28.9,39.3,73.21,90.51,83.49,66.59,49.68,59.53,7.78,514.59,0.529,0.496
2014,UF,13.0,Amazonas,0.706,0.773,0.667,0.683,0.531,0.679,0.531,0.415,24.8,12.1,20.4,39.3,71.36,86.63,85.48,57.21,43.59,63.65,8.77,561.4,0.562,0.566
2014,UF,14.0,Roraima,0.744,0.763,0.757,0.712,0.576,0.679,0.62,0.455,22.5,11.0,18.1,36.1,70.77,95.55,91.33,72.13,53.61,70.82,9.59,673.18,0.523,0.479
2014,UF,15.0,Pará,0.684,0.777,0.623,0.66,0.529,0.688,0.499,0.43,22.7,11.4,19.9,34.8,71.64,91.77,83.49,52.07,34.52,56.44,7.99,486.65,0.507,0.453
2014,UF,16.0,Amapá,0.725,0.806,0.688,0.687,0.557,0.698,0.553,0.447,23.2,13.4,19.6,34.9,73.37,87.71,88.43,55.64,43.87,68.72,9.3,575.63,0.522,0.475
2014,UF,17.0,Tocantins,0.737,0.795,0.729,0.692,0.565,0.707,0.555,0.459,23.5,11.1,23.9,33.7,72.71,94.57,92.45,70.13,55.82,63.3,8.42,593.84,0.497,0.435
2014,UF,21.0,Maranhão,0.663,0.749,0.639,0.61,0.495,0.646,0.461,0.408,25.3,13.7,27.8,33.1,69.96,97.36,86.59,59.84,37.7,52.65,7.03,356.63,0.475,0.407
2014,UF,22.0,Piauí,0.686,0.76,0.639,0.665,0.509,0.668,0.463,0.426,25.8,12.1,27.6,35.9,70.57,98.99,87.2,55.92,45.16,50.7,7.11,502.7,0.516,0.48
2014,UF,23.0,Ceará,0.71,0.804,0.679,0.656,0.529,0.72,0.495,0.416,25.5,10.4,27.1,36.6,73.26,97.85,87.88,64.36,49.73,55.67,7.37,473.59,0.522,0.488
2014,UF,24.0,Rio Grande do Norte,0.723,0.836,0.668,0.676,0.549,0.753,0.508,0.432,24.0,9.9,23.9,36.1,75.13,96.73,87.81,55.05,54.22,55.07,7.71,536.41,0.51,0.468
2014,UF,25.0,Paraíba,0.69,0.791,0.619,0.671,0.512,0.702,0.452,0.424,25.7,11.2,27.0,36.8,72.48,97.62,86.24,49.02,42.2,49.96,7.29,520.86,0.524,0.485
2014,UF,26.0,Pernambuco,0.715,0.799,0.656,0.698,0.53,0.722,0.499,0.413,25.9,9.6,24.0,40.8,72.94,94.63,82.16,58.63,43.45,58.01,8.12,614.31,0.566,0.571
2014,UF,27.0,Alagoas,0.666,0.763,0.599,0.645,0.481,0.663,0.422,0.398,27.7,13.1,29.6,38.3,70.77,93.91,80.85,50.27,39.11,49.4,7.0,444.05,0.527,0.501
2014,UF,28.0,Sergipe,0.696,0.784,0.625,0.688,0.517,0.696,0.472,0.42,25.7,11.2,24.5,38.9,72.03,96.87,83.46,48.15,38.49,54.92,7.81,580.02,0.543,0.524
2014,UF,29.0,Bahia,0.694,0.799,0.619,0.676,0.519,0.706,0.461,0.429,25.3,11.7,25.6,36.6,72.91,96.63,80.92,52.89,37.68,52.86,7.53,538.5,0.528,0.495
2014,UF,31.0,Minas Gerais,0.77,0.862,0.718,0.739,0.619,0.792,0.593,0.504,19.7,8.1,17.4,31.8,76.69,96.02,94.82,72.11,54.13,58.85,8.6,794.67,0.49,0.421
2014,UF,32.0,Espírito Santo,0.772,0.876,0.709,0.742,0.617,0.809,0.588,0.493,20.1,7.7,17.0,33.5,77.54,93.21,88.04,65.58,53.38,63.25,9.02,807.78,0.501,0.438
2014,UF,33.0,Rio de Janeiro,0.78,0.843,0.736,0.764,0.632,0.772,0.643,0.508,19.0,8.4,12.7,33.5,75.56,94.17,85.62,65.53,52.21,71.98,9.95,929.11,0.511,0.444
2014,UF,35.0,São Paulo,0.825,0.875,0.813,0.79,0.678,0.813,0.704,0.544,17.9,7.1,13.4,31.2,77.47,95.62,95.82,86.12,68.25,71.78,10.02,1093.25,0.507,0.44
2014,UF,41.0,Paraná,0.788,0.857,0.747,0.765,0.646,0.794,0.619,0.548,18.1,7.4,17.1,28.4,76.4,92.85,91.81,75.26,60.8,64.91,9.09,932.8,0.464,0.369
2014,UF,42.0,Santa Catarina,0.807,0.89,0.768,0.769,0.687,0.829,0.665,0.588,14.8,6.8,13.4,23.5,78.42,94.37,92.82,85.22,59.16,65.94,9.18,959.06,0.408,0.283
2014,UF,43.0,Rio Grande do Sul,0.779,0.87,0.699,0.777,0.647,0.807,0.611,0.549,17.0,7.2,12.6,29.4,77.21,86.31,89.45,67.53,52.8,62.36,9.28,1007.29,0.479,0.398
2014,UF,50.0,Mato Grosso do Sul,0.745,0.832,0.671,0.742,0.6,0.751,0.543,0.531,19.5,9.7,19.1,28.5,74.94,93.91,89.17,59.69,44.21,58.76,8.64,810.08,0.472,0.382
2014,UF,51.0,Mato Grosso,0.762,0.812,0.736,0.739,0.606,0.724,0.59,0.521,20.4,10.8,19.8,29.5,73.69,93.16,86.26,80.96,55.65,63.89,8.68,792.86,0.459,0.363
2014,UF,52.0,Goiás,0.757,0.813,0.723,0.739,0.61,0.731,0.594,0.522,19.5,10.1,17.9,29.3,73.75,92.29,94.73,68.53,56.56,62.23,8.84,792.81,0.458,0.361
2014,UF,53.0,Distrito Federal,0.836,0.875,0.791,0.845,0.657,0.809,0.688,0.51,21.4,7.5,13.0,39.6,77.47,95.32,89.18,68.29,64.44,78.71,11.01,1533.05,0.573,0.596
2015,UF,11.0,Rondônia,0.706,0.769,0.664,0.689,0.553,0.675,0.524,0.478,21.7,12.2,21.1,30.6,71.11,90.85,88.46,60.91,41.41,59.02,8.08,583.8,0.462,0.374
2015,UF,12.0,Acre,0.718,0.809,0.679,0.674,0.523,0.722,0.493,0.402,27.2,10.8,27.4,40.4,73.56,87.53,81.53,69.8,51.41,59.27,7.95,531.35,0.549,0.537
2015,UF,13.0,Amazonas,0.711,0.777,0.686,0.673,0.535,0.685,0.552,0.406,24.6,11.9,19.6,39.6,71.61,88.96,85.75,60.04,43.25,66.83,9.13,528.65,0.553,0.544
2015,UF,14.0,Roraima,0.748,0.768,0.758,0.719,0.577,0.684,0.62,0.454,22.8,10.9,18.2,36.8,71.1,96.18,92.28,70.04,56.49,70.15,9.67,703.36,0.537,0.504
2015,UF,15.0,Pará,0.689,0.781,0.638,0.656,0.527,0.694,0.508,0.415,23.5,11.2,20.4,36.7,71.84,92.88,85.17,52.14,40.68,56.71,7.95,473.62,0.514,0.471
2015,UF,16.0,Amapá,0.728,0.811,0.69,0.69,0.546,0.703,0.558,0.415,25.0,13.3,19.2,39.8,73.65,86.04,78.05,64.59,47.51,68.93,9.41,585.99,0.547,0.531
2015,UF,17.0,Tocantins,0.73,0.8,0.707,0.688,0.559,0.714,0.537,0.456,23.4,10.8,24.1,33.7,73.01,94.8,90.42,66.27,51.85,61.38,8.29,579.19,0.507,0.446
2015,UF,21.0,Maranhão,0.669,0.754,0.649,0.613,0.493,0.654,0.466,0.393,26.4,13.2,28.2,35.9,70.25,97.47,88.87,59.13,42.6,52.66,7.08,362.31,0.495,0.441
2015,UF,22.0,Piauí,0.689,0.763,0.643,0.668,0.514,0.673,0.473,0.426,25.5,11.8,26.5,36.3,70.76,98.24,87.08,58.0,44.82,51.41,7.28,511.42,0.52,0.494
2015,UF,23.0,Ceará,0.715,0.808,0.689,0.657,0.528,0.726,0.502,0.405,26.1,10.1,27.2,38.3,73.49,95.4,89.82,67.1,52.98,56.17,7.48,478.58,0.528,0.501
2015,UF,24.0,Rio Grande do Norte,0.733,0.84,0.683,0.687,0.561,0.76,0.533,0.435,23.5,9.5,22.0,36.7,75.38,98.38,90.32,62.35,47.78,57.15,8.18,574.89,0.518,0.491
2015,UF,25.0,Paraíba,0.703,0.797,0.644,0.678,0.523,0.711,0.471,0.427,25.6,10.8,26.8,37.0,72.79,95.19,86.37,56.24,48.27,52.27,7.48,543.81,0.531,0.504
2015,UF,26.0,Pernambuco,0.722,0.806,0.678,0.688,0.533,0.732,0.512,0.404,26.2,9.2,24.5,41.3,73.37,95.51,84.87,62.5,51.01,57.79,8.18,579.46,0.567,0.583
2015,UF,27.0,Alagoas,0.666,0.769,0.605,0.636,0.483,0.673,0.425,0.394,27.5,12.5,29.7,38.1,71.16,93.76,80.28,54.6,37.59,49.94,6.99,418.37,0.525,0.494
2015,UF,28.0,Sergipe,0.697,0.788,0.633,0.68,0.526,0.703,0.479,0.432,24.6,10.8,24.4,36.5,72.3,98.3,84.71,49.67,39.09,54.9,7.93,549.06,0.539,0.515
2015,UF,29.0,Bahia,0.701,0.803,0.64,0.671,0.522,0.712,0.479,0.417,25.5,11.3,25.2,37.8,73.16,97.68,86.17,51.2,39.86,55.64,7.93,520.0,0.522,0.489
2015,UF,31.0,Minas Gerais,0.774,0.866,0.727,0.736,0.627,0.798,0.607,0.509,19.0,7.9,16.5,30.8,76.96,96.61,96.96,69.34,55.8,60.4,8.76,781.44,0.485,0.411
2015,UF,32.0,Espírito Santo,0.776,0.882,0.726,0.731,0.62,0.817,0.602,0.485,20.2,7.4,17.1,33.7,77.89,96.11,90.71,68.53,52.7,64.49,9.07,758.07,0.505,0.442
2015,UF,33.0,Rio de Janeiro,0.785,0.848,0.752,0.758,0.638,0.778,0.661,0.504,18.7,8.2,12.1,33.5,75.88,96.69,86.84,64.82,56.25,73.34,10.11,896.6,0.503,0.432
2015,UF,35.0,São Paulo,0.823,0.88,0.811,0.782,0.678,0.818,0.706,0.54,17.6,7.0,13.0,30.9,77.78,96.22,96.04,84.47,65.98,72.59,10.13,1038.98,0.513,0.449
2015,UF,41.0,Paraná,0.786,0.862,0.747,0.754,0.644,0.8,0.621,0.538,18.0,7.2,16.9,28.6,76.72,92.43,92.47,73.49,61.24,65.16,9.17,873.96,0.453,0.351
2015,UF,42.0,Santa Catarina,0.809,0.896,0.769,0.769,0.689,0.837,0.671,0.582,14.9,6.6,12.7,24.3,78.76,94.63,92.32,80.05,61.48,67.52,9.47,959.5,0.414,0.292
2015,UF,43.0,Rio Grande do Sul,0.787,0.875,0.717,0.776,0.659,0.814,0.631,0.556,16.3,7.0,12.0,28.4,77.49,89.07,93.52,68.64,51.22,64.45,9.56,1001.71,0.466,0.38
2015,UF,50.0,Mato Grosso do Sul,0.74,0.837,0.667,0.726,0.597,0.757,0.539,0.522,19.3,9.5,19.2,28.1,75.22,96.65,90.08,56.89,44.05,57.5,8.5,732.94,0.449,0.341
2015,UF,51.0,Mato Grosso,0.77,0.816,0.767,0.729,0.616,0.73,0.615,0.52,20.0,10.6,19.8,28.7,73.95,95.34,92.68,82.07,58.02,66.97,8.74,746.52,0.443,0.337
2015,UF,52.0,Goiás,0.755,0.815,0.722,0.731,0.613,0.734,0.595,0.528,18.8,9.9,17.6,27.8,73.92,89.6,92.64,69.68,54.72,64.05,9.01,755.14,0.456,0.352
2015,UF,53.0,Distrito Federal,0.837,0.879,0.789,0.847,0.662,0.815,0.691,0.514,21.0,7.3,12.4,39.3,77.75,91.3,92.88,68.6,59.71,80.62,11.19,1553.68,0.58,0.615
2016,UF,11.0,Rondônia,0.715,0.772,0.691,0.686,0.556,0.679,0.54,0.469,22.2,12.0,21.8,31.6,71.3,92.16,88.48,66.76,48.27,60.48,8.1,572.81,0.465,0.377
2016,UF,12.0,Acre,0.723,0.815,0.704,0.66,0.526,0.729,0.508,0.393,27.2,10.5,27.8,40.4,73.89,90.53,85.87,69.28,51.19,63.48,7.98,485.71,0.564,0.573
2016,UF,13.0,Amazonas,0.711,0.781,0.705,0.654,0.529,0.69,0.563,0.382,25.6,11.6,20.2,41.6,71.85,88.87,87.19,63.31,47.4,68.1,9.11,467.19,0.558,0.552
2016,UF,14.0,Roraima,0.752,0.774,0.771,0.714,0.573,0.691,0.61,0.446,23.9,10.7,20.9,37.6,71.41,94.69,94.13,67.72,58.49,73.81,9.75,679.72,0.537,0.511
2016,UF,15.0,Pará,0.687,0.784,0.641,0.646,0.528,0.698,0.513,0.412,23.1,11.0,19.9,36.3,72.03,95.37,86.5,51.92,34.96,58.23,8.1,445.31,0.51,0.465
2016,UF,16.0,Amapá,0.733,0.815,0.709,0.682,0.548,0.708,0.588,0.396,25.2,13.1,17.0,41.9,73.92,87.94,85.55,59.83,46.21,72.99,9.89,557.38,0.554,0.549
2016,UF,17.0,Tocantins,0.734,0.805,0.723,0.679,0.56,0.72,0.536,0.455,23.7,10.6,25.8,33.0,73.29,94.07,94.89,72.26,48.58,62.75,8.28,546.78,0.489,0.423
