"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"1503309";"Igarapé-Miri (PA)";"628526,3"
"1503408";"Inhangapi (PA)";"155876,6"
"1503457";"Ipixuna do Pará (PA)";"607746,3"
"1503507";"Irituia (PA)";"249343,8"
"1503606";"Itaituba (PA)";"2629482,5"
"1503705";"Itupiranga (PA)";"659095,8"
"1503754";"Jacareacanga (PA)";"575748,2"
"1503804";"Jacundá (PA)";"530795,1"
"1503903";"Juruti (PA)";"1366882,1"
"1504000";"Limoeiro do Ajuru (PA)";"484930,7"
"1504059";"Mãe do Rio (PA)";"324787,4"
"1504109";"Magalhães Barata (PA)";"93254,8"
"1504208";"Marabá (PA)";"12928282,6"
"1504307";"Maracanã (PA)";"255646,8"
"1504406";"Marapanim (PA)";"247826,2"
"1504422";"Marituba (PA)";"2088809,5"
"1504455";"Medicilândia (PA)";"877101,0"
"1504505";"Melgaço (PA)";"196393,9"
"1504604";"Mocajuba (PA)";"496710,9"
"1504703";"Moju (PA)";"1267327,4"
"1504752";"Mojuí dos Campos (PA)";"194352,3"
"1504802";"Monte Alegre (PA)";"711141,5"
"1504901";"Muaná (PA)";"322367,5"
"1504950";"Nova Esperança do Piriá (PA)";"257782,5"
"1504976";"Nova Ipixuna (PA)";"169369,5"
"1505007";"Nova Timboteua (PA)";"143837,6"
"1505031";"Novo Progresso (PA)";"828234,3"
"1505064";"Novo Repartimento (PA)";"941685,0"
"1505106";"Óbidos (PA)";"897960,3"
"1505205";"Oeiras do Pará (PA)";"441907,4"
"1505304";"Oriximiná (PA)";"2498984,9"
"1505403";"Ourém (PA)";"203579,2"
"1505437";"Ourilândia do Norte (PA)";"776093,3"
"1505486";"Pacajá (PA)";"724417,4"
"1505494";"Palestina do Pará (PA)";"82695,5"
"1505502";"Paragominas (PA)";"3777041,4"
"1505536";"Parauapebas (PA)";"38012249,8"
"1505551";"Pau D'Arco (PA)";"97551,0"
"1505601";"Peixe-Boi (PA)";"65782,6"
"1505635";"Piçarra (PA)";"274930,2"
"1505650";"Placas (PA)";"309327,9"
"1505700";"Ponta de Pedras (PA)";"247223,7"
"1505809";"Portel (PA)";"881126,3"
"1505908";"Porto de Moz (PA)";"348933,5"
"1506005";"Prainha (PA)";"342839,4"
"1506104";"Primavera (PA)";"295838,2"
"1506112";"Quatipuru (PA)";"111329,9"
"1506138";"Redenção (PA)";"2030687,2"
"1506161";"Rio Maria (PA)";"572061,5"
"1506187";"Rondon do Pará (PA)";"629543,8"
"1506195";"Rurópolis (PA)";"416215,2"
"1506203";"Salinópolis (PA)";"568032,8"
"1506302";"Salvaterra (PA)";"193632,4"
"1506351";"Santa Bárbara do Pará (PA)";"218843,7"
"1506401";"Santa Cruz do Arari (PA)";"81655,6"
"1506500";"Santa Izabel do Pará (PA)";"807771,3"
"1506559";"Santa Luzia do Pará (PA)";"189272,9"
"1506583";"Santa Maria das Barreiras (PA)";"736451,5"
"1506609";"Santa Maria do Pará (PA)";"307884,5"
"1506708";"Santana do Araguaia (PA)";"1115572,1"
"1506807";"Santarém (PA)";"5501585,5"
"1506906";"Santarém Novo (PA)";"51036,4"
"1507003";"Santo Antônio do Tauá (PA)";"432507,9"
"1507102";"São Caetano de Odivelas (PA)";"157949,6"
"1507151";"São Domingos do Araguaia (PA)";"303527,1"
"1507201";"São Domingos do Capim (PA)";"372289,1"
"1507300";"São Félix do Xingu (PA)";"1578822,7"
"1507409";"São Francisco do Pará (PA)";"241732,8"
"1507458";"São Geraldo do Araguaia (PA)";"600209,8"
"1507466";"São João da Ponta (PA)";"52404,0"
"1507474";"São João de Pirabas (PA)";"180274,4"
"1507508";"São João do Araguaia (PA)";"163530,1"
"1507607";"São Miguel do Guamá (PA)";"723335,9"
"1507706";"São Sebastião da Boa Vista (PA)";"228688,6"
"1507755";"Sapucaia (PA)";"114448,3"
"1507805";"Senador José Porfírio (PA)";"199566,8"
"1507904";"Soure (PA)";"217631,8"
"1507953";"Tailândia (PA)";"1078162,8"
"1507961";"Terra Alta (PA)";"77179,6"
"1507979";"Terra Santa (PA)";"433502,5"
"1508001";"Tomé-Açu (PA)";"816244,2"
"1508035";"Tracuateua (PA)";"295859,8"
"1508050";"Trairão (PA)";"276725,0"
"1508084";"Tucumã (PA)";"863475,2"
"1508100";"Tucuruí (PA)";"4571016,5"
"1508126";"Ulianópolis (PA)";"1858109,7"
"1508159";"Uruará (PA)";"717963,4"
"1508209";"Vigia (PA)";"419520,2"
"1508308";"Viseu (PA)";"620024,5"
"1508357";"Vitória do Xingu (PA)";"3833695,6"
"1508407";"Xinguara (PA)";"1414398,4"
"1600055";"Serra do Navio (AP)";"81422,3"
"1600105";"Amapá (AP)";"153020,3"
"1600154";"Pedra Branca do Amapari (AP)";"466649,1"
"1600204";"Calçoene (AP)";"182085,9"
"1600212";"Cutias (AP)";"87585,8"
"1600238";"Ferreira Gomes (AP)";"519153,3"
"1600253";"Itaubal (AP)";"80690,3"
"1600279";"Laranjal do Jari (AP)";"1035920,9"
"1600303";"Macapá (AP)";"11733667,6"
"1600402";"Mazagão (AP)";"363786,0"
"1600501";"Oiapoque (AP)";"488906,4"
"1600535";"Porto Grande (AP)";"381240,0"
"1600550";"Pracuúba (AP)";"78456,4"
"1600600";"Santana (AP)";"2345887,2"
"1600709";"Tartarugalzinho (AP)";"246236,1"
"1600808";"Vitória do Jari (AP)";"224407,0"
"1700251";"Abreulândia (TO)";"76413,7"
"1700301";"Aguiarnópolis (TO)";"164456,9"
"1700350";"Aliança do Tocantins (TO)";"154385,4"
"1700400";"Almas (TO)";"178542,0"
"1700707";"Alvorada (TO)";"404850,3"
"1701002";"Ananás (TO)";"139736,8"
"1701051";"Angico (TO)";"41536,2"
"1701101";"Aparecida do Rio Negro (TO)";"208457,6"
"1701309";"Aragominas (TO)";"78176,7"
"1701903";"Araguacema (TO)";"258570,0"
"1702000";"Araguaçu (TO)";"273397,4"
"1702109";"Araguaína (TO)";"4752385,3"
"1702158";"Araguanã (TO)";"77991,9"
"1702208";"Araguatins (TO)";"462122,7"
"1702307";"Arapoema (TO)";"356785,5"
"1702406";"Arraias (TO)";"195447,6"
"1702554";"Augustinópolis (TO)";"288579,5"
"1702703";"Aurora do Tocantins (TO)";"51244,3"
"1702901";"Axixá do Tocantins (TO)";"124760,5"
"1703008";"Babaçulândia (TO)";"127638,4"
"1703057";"Bandeirantes do Tocantins (TO)";"130974,3"
"1703073";"Barra do Ouro (TO)";"73104,6"
"1703107";"Barrolândia (TO)";"106922,7"
"1703206";"Bernardo Sayão (TO)";"81870,9"
"1703305";"Bom Jesus do Tocantins (TO)";"126172,2"
"1703602";"Brasilândia do Tocantins (TO)";"54967,0"
"1703701";"Brejinho de Nazaré (TO)";"222536,2"
"1703800";"Buriti do Tocantins (TO)";"116521,3"
"1703826";"Cachoeirinha (TO)";"33542,1"
"1703842";"Campos Lindos (TO)";"472482,5"
"1703867";"Cariri do Tocantins (TO)";"394469,7"
"1703883";"Carmolândia (TO)";"45096,6"
"1703891";"Carrasco Bonito (TO)";"45464,3"
"1703909";"Caseara (TO)";"447765,8"
"1704105";"Centenário (TO)";"65315,0"
"1704600";"Chapada de Areia (TO)";"33244,8"
"1705102";"Chapada da Natividade (TO)";"91724,0"
"1705508";"Colinas do Tocantins (TO)";"787269,3"
"1705557";"Combinado (TO)";"72411,8"
"1705607";"Conceição do Tocantins (TO)";"61012,5"
"1706001";"Couto Magalhães (TO)";"130714,7"
"1706100";"Cristalândia (TO)";"183038,9"
"1706258";"Crixás do Tocantins (TO)";"62302,9"
"1706506";"Darcinópolis (TO)";"219943,4"
"1707009";"Dianópolis (TO)";"701653,1"
"1707108";"Divinópolis do Tocantins (TO)";"178810,8"
"1707207";"Dois Irmãos do Tocantins (TO)";"143260,8"
"1707306";"Dueré (TO)";"164145,4"
"1707405";"Esperantina (TO)";"106660,4"
"1707553";"Fátima (TO)";"79412,1"
"1707652";"Figueirópolis (TO)";"220166,9"
"1707702";"Filadélfia (TO)";"116824,9"
"1708205";"Formoso do Araguaia (TO)";"443862,0"
"1708254";"Tabocão (TO)";"221618,0"
"1708304";"Goianorte (TO)";"108775,4"
"1709005";"Goiatins (TO)";"176071,3"
"1709302";"Guaraí (TO)";"730955,5"
"1709500";"Gurupi (TO)";"2543765,1"
"1709807";"Ipueiras (TO)";"37116,0"
"1710508";"Itacajá (TO)";"119952,7"
"1710706";"Itaguatins (TO)";"72823,2"
"1710904";"Itapiratins (TO)";"115103,9"
"1711100";"Itaporã do Tocantins (TO)";"56226,6"
"1711506";"Jaú do Tocantins (TO)";"78747,2"
"1711803";"Juarina (TO)";"35908,9"
"1711902";"Lagoa da Confusão (TO)";"1040153,2"
"1711951";"Lagoa do Tocantins (TO)";"79301,6"
"1712009";"Lajeado (TO)";"66898,1"
"1712157";"Lavandeira (TO)";"30114,7"
"1712405";"Lizarda (TO)";"51927,1"
"1712454";"Luzinópolis (TO)";"121354,4"
"1712504";"Marianópolis do Tocantins (TO)";"210074,1"
"1712702";"Mateiros (TO)";"227485,2"
"1712801";"Maurilândia do Tocantins (TO)";"47576,2"
"1713205";"Miracema do Tocantins (TO)";"591150,6"
"1713304";"Miranorte (TO)";"305926,4"
"1713601";"Monte do Carmo (TO)";"230634,6"
"1713700";"Monte Santo do Tocantins (TO)";"52964,0"
"1713809";"Palmeiras do Tocantins (TO)";"80730,9"
"1713957";"Muricilândia (TO)";"57096,1"
"1714203";"Natividade (TO)";"188909,8"
"1714302";"Nazaré (TO)";"54481,3"
"1714880";"Nova Olinda (TO)";"293703,1"
"1715002";"Nova Rosalândia (TO)";"87460,2"
"1715101";"Novo Acordo (TO)";"69771,5"
"1715150";"Novo Alegre (TO)";"31029,8"
"1715259";"Novo Jardim (TO)";"36671,8"
"1715507";"Oliveira de Fátima (TO)";"23889,8"
"1715705";"Palmeirante (TO)";"133093,3"
"1715754";"Palmeirópolis (TO)";"139644,9"
"1716109";"Paraíso do Tocantins (TO)";"1445960,9"
"1716208";"Paranã (TO)";"335254,9"
"1716307";"Pau D'Arco (TO)";"81005,6"
"1716505";"Pedro Afonso (TO)";"631760,6"
"1716604";"Peixe (TO)";"679977,3"
"1716653";"Pequizeiro (TO)";"91550,0"
"1716703";"Colméia (TO)";"166815,2"
"1717008";"Pindorama do Tocantins (TO)";"62446,8"
"1717206";"Piraquê (TO)";"69013,2"
"1717503";"Pium (TO)";"312626,9"
"1717800";"Ponte Alta do Bom Jesus (TO)";"58556,9"
"1717909";"Ponte Alta do Tocantins (TO)";"100197,7"
"1718006";"Porto Alegre do Tocantins (TO)";"39548,6"
"1718204";"Porto Nacional (TO)";"2611222,3"
"1718303";"Praia Norte (TO)";"83479,2"
"1718402";"Presidente Kennedy (TO)";"57530,8"
"1718451";"Pugmil (TO)";"81717,1"
"1718501";"Recursolândia (TO)";"52502,7"
"1718550";"Riachinho (TO)";"55911,5"
"1718659";"Rio da Conceição (TO)";"25567,4"
"1718709";"Rio dos Bois (TO)";"63079,3"
"1718758";"Rio Sono (TO)";"87608,7"
"1718808";"Sampaio (TO)";"84869,5"
"1718840";"Sandolândia (TO)";"95556,4"
"1718865";"Santa Fé do Araguaia (TO)";"147513,8"
"1718881";"Santa Maria do Tocantins (TO)";"113437,0"
"1718899";"Santa Rita do Tocantins (TO)";"134368,5"
"1718907";"Santa Rosa do Tocantins (TO)";"236630,7"
"1719004";"Santa Tereza do Tocantins (TO)";"37859,5"
"1720002";"Santa Terezinha do Tocantins (TO)";"37115,6"
"1720101";"São Bento do Tocantins (TO)";"64305,5"
"1720150";"São Félix do Tocantins (TO)";"27244,0"
"1720200";"São Miguel do Tocantins (TO)";"167503,7"
"1720259";"São Salvador do Tocantins (TO)";"42146,0"
"1720309";"São Sebastião do Tocantins (TO)";"55143,4"
"1720499";"São Valério (TO)";"134375,6"
"1720655";"Silvanópolis (TO)";"199990,1"
"1720804";"Sítio Novo do Tocantins (TO)";"113118,4"
"1720853";"Sucupira (TO)";"110324,4"
"1720903";"Taguatinga (TO)";"248520,4"
"1720937";"Taipas do Tocantins (TO)";"30853,2"
"1720978";"Talismã (TO)";"123746,2"
"1721000";"Palmas (TO)";"9942511,5"
"1721109";"Tocantínia (TO)";"134695,3"
"1721208";"Tocantinópolis (TO)";"343514,4"
"1721257";"Tupirama (TO)";"111731,9"
"1721307";"Tupiratins (TO)";"33576,7"
"1722081";"Wanderlândia (TO)";"149271,3"
"1722107";"Xambioá (TO)";"358297,4"
"2100055";"Açailândia (MA)";"2664608,1"
"2100105";"Afonso Cunha (MA)";"71865,6"
"2100154";"Água Doce do Maranhão (MA)";"89545,1"
"2100204";"Alcântara (MA)";"132194,2"
"2100303";"Aldeias Altas (MA)";"211250,4"
"2100402";"Altamira do Maranhão (MA)";"61573,0"
"2100436";"Alto Alegre do Maranhão (MA)";"243765,3"
"2100477";"Alto Alegre do Pindaré (MA)";"230379,4"
"2100501";"Alto Parnaíba (MA)";"492108,9"
"2100550";"Amapá do Maranhão (MA)";"54956,4"
"2100600";"Amarante do Maranhão (MA)";"335205,1"
"2100709";"Anajatuba (MA)";"183161,0"
"2100808";"Anapurus (MA)";"141272,1"
"2100832";"Apicum-Açu (MA)";"122606,5"
"2100873";"Araguanã (MA)";"90755,9"
"2100907";"Araioses (MA)";"275899,8"
"2100956";"Arame (MA)";"252021,3"
"2101004";"Arari (MA)";"272188,4"
"2101103";"Axixá (MA)";"84159,4"
"2101202";"Bacabal (MA)";"1355116,6"
"2101251";"Bacabeira (MA)";"352158,0"
"2101301";"Bacuri (MA)";"111631,8"
"2101350";"Bacurituba (MA)";"38205,4"
"2101400";"Balsas (MA)";"4772084,1"
"2101509";"Barão de Grajaú (MA)";"224176,9"
"2101608";"Barra do Corda (MA)";"743642,5"
"2101707";"Barreirinhas (MA)";"502405,1"
"2101731";"Belágua (MA)";"58026,1"
"2101772";"Bela Vista do Maranhão (MA)";"85345,8"
"2101806";"Benedito Leite (MA)";"58872,0"
"2101905";"Bequimão (MA)";"133471,3"
"2101939";"Bernardo do Mearim (MA)";"54285,6"
"2101970";"Boa Vista do Gurupi (MA)";"60095,9"
"2102002";"Bom Jardim (MA)";"339522,4"
"2102036";"Bom Jesus das Selvas (MA)";"328813,9"
"2102077";"Bom Lugar (MA)";"102588,2"
"2102101";"Brejo (MA)";"332916,5"
"2102150";"Brejo de Areia (MA)";"63069,9"
"2102200";"Buriti (MA)";"238384,2"
"2102309";"Buriti Bravo (MA)";"188993,2"
"2102325";"Buriticupu (MA)";"669012,1"
"2102358";"Buritirana (MA)";"113848,7"
"2102374";"Cachoeira Grande (MA)";"56926,9"
"2102408";"Cajapió (MA)";"62942,2"
"2102507";"Cajari (MA)";"112657,8"
"2102556";"Campestre do Maranhão (MA)";"191753,0"
"2102606";"Cândido Mendes (MA)";"142326,7"
"2102705";"Cantanhede (MA)";"136097,2"
"2102754";"Capinzal do Norte (MA)";"188416,2"
"2102804";"Carolina (MA)";"493585,7"
"2102903";"Carutapera (MA)";"178215,7"
"2103000";"Caxias (MA)";"1910631,8"
"2103109";"Cedral (MA)";"71788,0"
"2103125";"Central do Maranhão (MA)";"47013,1"
"2103158";"Centro do Guilherme (MA)";"86633,0"
"2103174";"Centro Novo do Maranhão (MA)";"154499,3"
"2103208";"Chapadinha (MA)";"793066,8"
"2103257";"Cidelândia (MA)";"174979,2"
"2103307";"Codó (MA)";"1165331,5"
"2103406";"Coelho Neto (MA)";"386079,3"
"2103505";"Colinas (MA)";"458770,4"
"2103554";"Conceição do Lago-Açu (MA)";"133362,6"
"2103604";"Coroatá (MA)";"479586,5"
"2103703";"Cururupu (MA)";"232034,3"
"2103752";"Davinópolis (MA)";"153645,6"
"2103802";"Dom Pedro (MA)";"244024,9"
"2103901";"Duque Bacelar (MA)";"78514,1"
"2104008";"Esperantinópolis (MA)";"147479,2"
"2104057";"Estreito (MA)";"975695,4"
"2104073";"Feira Nova do Maranhão (MA)";"88358,1"
"2104081";"Fernando Falcão (MA)";"84314,7"
"2104099";"Formosa da Serra Negra (MA)";"161475,9"
"2104107";"Fortaleza dos Nogueiras (MA)";"230287,6"
"2104206";"Fortuna (MA)";"126398,6"
"2104305";"Godofredo Viana (MA)";"1318261,2"
"2104404";"Gonçalves Dias (MA)";"132603,3"
"2104503";"Governador Archer (MA)";"82787,6"
"2104552";"Governador Edison Lobão (MA)";"317403,5"
"2104602";"Governador Eugênio Barros (MA)";"113374,1"
"2104628";"Governador Luiz Rocha (MA)";"65981,7"
"2104651";"Governador Newton Bello (MA)";"74882,0"
"2104677";"Governador Nunes Freire (MA)";"225841,8"
"2104701";"Graça Aranha (MA)";"44897,7"
"2104800";"Grajaú (MA)";"845259,2"
"2104909";"Guimarães (MA)";"86761,6"
"2105005";"Humberto de Campos (MA)";"168573,9"
"2105104";"Icatu (MA)";"172100,8"
"2105153";"Igarapé do Meio (MA)";"229319,4"
"2105203";"Igarapé Grande (MA)";"103945,4"
"2105302";"Imperatriz (MA)";"7193513,7"
"2105351";"Itaipava do Grajaú (MA)";"88966,6"
"2105401";"Itapecuru Mirim (MA)";"649874,6"
"2105427";"Itinga do Maranhão (MA)";"406285,7"
