 Óbitos por causas evitáveis de 5 a 74 anos - São Paulo
Óbitos p/Residênc por Município
Período:2022
"Município";"Óbitos_p/Residênc"
"353820 PINHALZINHO";95
"353830 PIQUEROBI";11
"353850 PIQUETE";90
"353860 PIRACAIA";119
"353870 PIRACICABA";1692
"353880 PIRAJU";146
"353890 PIRAJUI";161
"353900 PIRANGI";47
"353910 PIRAPORA DO BOM JESUS";70
"353920 PIRAPOZINHO";95
"353930 PIRASSUNUNGA";322
"353940 PIRATININGA";58
"353950 PITANGUEIRAS";149
"353960 PLANALTO";22
"353970 PLATINA";9
"353980 POA";533
"353990 POLONI";23
"354000 POMPEIA";84
"354010 PONGAI";25
"354020 PONTAL";160
"354025 PONTALINDA";24
"354030 PONTES GESTAL";8
"354040 POPULINA";28
"354050 PORANGABA";60
"354060 PORTO FELIZ";201
"354070 PORTO FERREIRA";252
"354075 POTIM";81
"354080 POTIRENDABA";56
"354085 PRACINHA";8
"354090 PRADOPOLIS";78
"354100 PRAIA GRANDE";1712
"354105 PRATANIA";35
"354110 PRESIDENTE ALVES";25
"354120 PRESIDENTE BERNARDES";64
"354130 PRESIDENTE EPITACIO";220
"354140 PRESIDENTE PRUDENTE";1023
"354150 PRESIDENTE VENCESLAU";193
"354160 PROMISSAO";181
"354165 QUADRA";17
"354170 QUATA";64
"354180 QUEIROZ";16
"354190 QUELUZ";54
"354200 QUINTANA";31
"354210 RAFARD";38
"354220 RANCHARIA";171
"354230 REDENCAO DA SERRA";18
"354240 REGENTE FEIJO";99
"354250 REGINOPOLIS";28
"354260 REGISTRO";266
"354270 RESTINGA";35
"354280 RIBEIRA";11
"354290 RIBEIRAO BONITO";48
"354300 RIBEIRAO BRANCO";95
"354310 RIBEIRAO CORRENTE";12
"354320 RIBEIRAO DO SUL";18
"354323 RIBEIRAO DOS INDIOS";14
"354325 RIBEIRAO GRANDE";21
"354330 RIBEIRAO PIRES";461
"354340 RIBEIRAO PRETO";2747
"354350 RIVERSUL";34
"354360 RIFAINA";18
"354370 RINCAO";50
"354380 RINOPOLIS";42
"354390 RIO CLARO";934
"354400 RIO DAS PEDRAS";110
"354410 RIO GRANDE DA SERRA";180
"354420 RIOLANDIA";38
"354425 ROSANA";98
"354430 ROSEIRA";50
"354440 RUBIACEA";9
"354450 RUBINEIA";24
"354460 SABINO";31
