"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"1303536";"Presidente Figueiredo (AM)";"823935,8"
"1303569";"Rio Preto da Eva (AM)";"382992,3"
"1303601";"Santa Isabel do Rio Negro (AM)";"138110,1"
"1303700";"Santo Antônio do Içá (AM)";"181770,7"
"1303809";"São Gabriel da Cachoeira (AM)";"331771,4"
"1303908";"São Paulo de Olivença (AM)";"251748,4"
"1303957";"São Sebastião do Uatumã (AM)";"117748,4"
"1304005";"Silves (AM)";"101822,5"
"1304062";"Tabatinga (AM)";"537079,0"
"1304104";"Tapauá (AM)";"247784,8"
"1304203";"Tefé (AM)";"936724,1"
"1304237";"Tonantins (AM)";"133877,3"
"1304260";"Uarini (AM)";"188174,7"
"1304302";"Urucará (AM)";"330707,8"
"1304401";"Urucurituba (AM)";"166520,8"
"1400027";"Amajari (RR)";"169685,2"
"1400050";"Alto Alegre (RR)";"280115,4"
"1400100";"Boa Vista (RR)";"10042234,1"
"1400159";"Bonfim (RR)";"281340,4"
"1400175";"Cantá (RR)";"268479,7"
"1400209";"Caracaraí (RR)";"347040,1"
"1400233";"Caroebe (RR)";"178392,5"
"1400282";"Iracema (RR)";"159894,7"
"1400308";"Mucajaí (RR)";"309570,3"
"1400407";"Normandia (RR)";"153494,6"
"1400456";"Pacaraima (RR)";"204459,6"
"1400472";"Rorainópolis (RR)";"547432,0"
"1400506";"São João da Baliza (RR)";"177731,8"
"1400605";"São Luiz (RR)";"139073,9"
"1400704";"Uiramutã (RR)";"111043,3"
"1500107";"Abaetetuba (PA)";"1413516,7"
"1500131";"Abel Figueiredo (PA)";"82186,1"
"1500206";"Acará (PA)";"913952,3"
"1500305";"Afuá (PA)";"357706,5"
"1500347";"Água Azul do Norte (PA)";"422972,1"
"1500404";"Alenquer (PA)";"566617,6"
"1500503";"Almeirim (PA)";"591445,7"
"1500602";"Altamira (PA)";"2723890,0"
"1500701";"Anajás (PA)";"206730,0"
"1500800";"Ananindeua (PA)";"7522960,9"
"1500859";"Anapu (PA)";"368823,1"
"1500909";"Augusto Corrêa (PA)";"305706,6"
"1500958";"Aurora do Pará (PA)";"260751,9"
"1501006";"Aveiro (PA)";"118031,9"
"1501105";"Bagre (PA)";"207731,4"
"1501204";"Baião (PA)";"346675,4"
"1501253";"Bannach (PA)";"78124,5"
"1501303";"Barcarena (PA)";"4737435,6"
"1501402";"Belém (PA)";"31479272,2"
"1501451";"Belterra (PA)";"159131,8"
"1501501";"Benevides (PA)";"1589788,9"
"1501576";"Bom Jesus do Tocantins (PA)";"175982,0"
"1501600";"Bonito (PA)";"151768,2"
"1501709";"Bragança (PA)";"1127614,3"
"1501725";"Brasil Novo (PA)";"251821,1"
"1501758";"Brejo Grande do Araguaia (PA)";"78157,1"
"1501782";"Breu Branco (PA)";"569600,9"
"1501808";"Breves (PA)";"813404,0"
"1501907";"Bujaru (PA)";"453202,0"
"1501956";"Cachoeira do Piriá (PA)";"179380,7"
"1502004";"Cachoeira do Arari (PA)";"183253,2"
"1502103";"Cametá (PA)";"1131453,8"
"1502152";"Canaã dos Carajás (PA)";"7106492,1"
"1502202";"Capanema (PA)";"1027330,6"
"1502301";"Capitão Poço (PA)";"499285,4"
"1502400";"Castanhal (PA)";"3911556,1"
"1502509";"Chaves (PA)";"187399,5"
"1502608";"Colares (PA)";"80853,2"
"1502707";"Conceição do Araguaia (PA)";"552552,6"
"1502756";"Concórdia do Pará (PA)";"293528,1"
"1502764";"Cumaru do Norte (PA)";"288968,6"
"1502772";"Curionópolis (PA)";"820132,0"
"1502806";"Curralinho (PA)";"522027,4"
"1502855";"Curuá (PA)";"124466,7"
"1502905";"Curuçá (PA)";"287319,3"
"1502939";"Dom Eliseu (PA)";"685323,9"
"1502954";"Eldorado do Carajás (PA)";"377618,1"
"1503002";"Faro (PA)";"54909,1"
"1503044";"Floresta do Araguaia (PA)";"340155,0"
"1503077";"Garrafão do Norte (PA)";"218668,4"
"1503093";"Goianésia do Pará (PA)";"339363,3"
"1503101";"Gurupá (PA)";"269626,3"
"1503200";"Igarapé-Açu (PA)";"355023,3"
"1503309";"Igarapé-Miri (PA)";"494094,0"
"1503408";"Inhangapi (PA)";"126126,0"
"1503457";"Ipixuna do Pará (PA)";"518923,7"
"1503507";"Irituia (PA)";"213457,6"
"1503606";"Itaituba (PA)";"1814309,6"
"1503705";"Itupiranga (PA)";"518940,7"
"1503754";"Jacareacanga (PA)";"461440,1"
"1503804";"Jacundá (PA)";"484128,8"
"1503903";"Juruti (PA)";"996561,9"
"1504000";"Limoeiro do Ajuru (PA)";"404797,4"
"1504059";"Mãe do Rio (PA)";"292917,6"
"1504109";"Magalhães Barata (PA)";"81722,6"
"1504208";"Marabá (PA)";"8779877,7"
"1504307";"Maracanã (PA)";"234515,3"
"1504406";"Marapanim (PA)";"234486,7"
"1504422";"Marituba (PA)";"1901592,6"
"1504455";"Medicilândia (PA)";"613953,6"
"1504505";"Melgaço (PA)";"178065,7"
"1504604";"Mocajuba (PA)";"294911,1"
"1504703";"Moju (PA)";"841662,8"
"1504752";"Mojuí dos Campos (PA)";"153295,4"
"1504802";"Monte Alegre (PA)";"720963,4"
"1504901";"Muaná (PA)";"257443,5"
"1504950";"Nova Esperança do Piriá (PA)";"197887,0"
"1504976";"Nova Ipixuna (PA)";"136532,7"
"1505007";"Nova Timboteua (PA)";"118686,9"
"1505031";"Novo Progresso (PA)";"584389,0"
"1505064";"Novo Repartimento (PA)";"853901,1"
"1505106";"Óbidos (PA)";"640921,2"
"1505205";"Oeiras do Pará (PA)";"388391,9"
"1505304";"Oriximiná (PA)";"1626475,3"
"1505403";"Ourém (PA)";"169095,2"
"1505437";"Ourilândia do Norte (PA)";"610583,4"
"1505486";"Pacajá (PA)";"595518,7"
"1505494";"Palestina do Pará (PA)";"65451,7"
"1505502";"Paragominas (PA)";"2646845,0"
"1505536";"Parauapebas (PA)";"15994405,4"
"1505551";"Pau D'Arco (PA)";"87951,0"
"1505601";"Peixe-Boi (PA)";"55061,1"
"1505635";"Piçarra (PA)";"235130,9"
"1505650";"Placas (PA)";"245415,4"
"1505700";"Ponta de Pedras (PA)";"212006,4"
"1505809";"Portel (PA)";"893428,5"
"1505908";"Porto de Moz (PA)";"309826,0"
"1506005";"Prainha (PA)";"288609,8"
"1506104";"Primavera (PA)";"198940,5"
"1506112";"Quatipuru (PA)";"97467,4"
"1506138";"Redenção (PA)";"1802377,3"
"1506161";"Rio Maria (PA)";"479388,5"
"1506187";"Rondon do Pará (PA)";"531514,0"
"1506195";"Rurópolis (PA)";"350270,1"
"1506203";"Salinópolis (PA)";"470323,3"
"1506302";"Salvaterra (PA)";"174925,7"
"1506351";"Santa Bárbara do Pará (PA)";"172319,9"
"1506401";"Santa Cruz do Arari (PA)";"68942,5"
"1506500";"Santa Izabel do Pará (PA)";"757809,2"
"1506559";"Santa Luzia do Pará (PA)";"163192,6"
"1506583";"Santa Maria das Barreiras (PA)";"379801,5"
"1506609";"Santa Maria do Pará (PA)";"383844,3"
"1506708";"Santana do Araguaia (PA)";"843464,9"
"1506807";"Santarém (PA)";"4858426,5"
"1506906";"Santarém Novo (PA)";"45136,8"
"1507003";"Santo Antônio do Tauá (PA)";"366978,7"
"1507102";"São Caetano de Odivelas (PA)";"142267,0"
"1507151";"São Domingos do Araguaia (PA)";"280955,3"
"1507201";"São Domingos do Capim (PA)";"273284,6"
"1507300";"São Félix do Xingu (PA)";"1395545,4"
"1507409";"São Francisco do Pará (PA)";"234027,2"
"1507458";"São Geraldo do Araguaia (PA)";"490241,1"
"1507466";"São João da Ponta (PA)";"44627,9"
"1507474";"São João de Pirabas (PA)";"164333,3"
"1507508";"São João do Araguaia (PA)";"122295,6"
"1507607";"São Miguel do Guamá (PA)";"676117,1"
"1507706";"São Sebastião da Boa Vista (PA)";"209187,4"
"1507755";"Sapucaia (PA)";"99546,7"
"1507805";"Senador José Porfírio (PA)";"135520,3"
"1507904";"Soure (PA)";"188033,2"
"1507953";"Tailândia (PA)";"897543,9"
"1507961";"Terra Alta (PA)";"70380,2"
"1507979";"Terra Santa (PA)";"510354,8"
"1508001";"Tomé-Açu (PA)";"667658,4"
"1508035";"Tracuateua (PA)";"215620,0"
"1508050";"Trairão (PA)";"294076,4"
"1508084";"Tucumã (PA)";"778560,3"
"1508100";"Tucuruí (PA)";"7481521,9"
"1508126";"Ulianópolis (PA)";"1330085,1"
"1508159";"Uruará (PA)";"545493,1"
"1508209";"Vigia (PA)";"382250,6"
"1508308";"Viseu (PA)";"486514,8"
"1508357";"Vitória do Xingu (PA)";"4375684,7"
"1508407";"Xinguara (PA)";"1226363,5"
"1600055";"Serra do Navio (AP)";"75189,0"
"1600105";"Amapá (AP)";"137263,7"
"1600154";"Pedra Branca do Amapari (AP)";"311022,3"
"1600204";"Calçoene (AP)";"164202,1"
"1600212";"Cutias (AP)";"76196,3"
"1600238";"Ferreira Gomes (AP)";"533402,5"
"1600253";"Itaubal (AP)";"69175,5"
"1600279";"Laranjal do Jari (AP)";"902503,3"
"1600303";"Macapá (AP)";"10949100,8"
"1600402";"Mazagão (AP)";"258113,4"
"1600501";"Oiapoque (AP)";"425562,0"
"1600535";"Porto Grande (AP)";"340179,6"
"1600550";"Pracuúba (AP)";"67288,7"
"1600600";"Santana (AP)";"2071271,3"
"1600709";"Tartarugalzinho (AP)";"225342,3"
"1600808";"Vitória do Jari (AP)";"189393,8"
"1700251";"Abreulândia (TO)";"52413,3"
"1700301";"Aguiarnópolis (TO)";"124948,0"
"1700350";"Aliança do Tocantins (TO)";"103526,4"
"1700400";"Almas (TO)";"151822,7"
"1700707";"Alvorada (TO)";"298510,2"
"1701002";"Ananás (TO)";"130713,0"
"1701051";"Angico (TO)";"35666,3"
"1701101";"Aparecida do Rio Negro (TO)";"102336,7"
"1701309";"Aragominas (TO)";"63206,0"
"1701903";"Araguacema (TO)";"126470,1"
"1702000";"Araguaçu (TO)";"191651,1"
"1702109";"Araguaína (TO)";"4363394,9"
"1702158";"Araguanã (TO)";"65019,4"
"1702208";"Araguatins (TO)";"425144,5"
"1702307";"Arapoema (TO)";"288208,2"
"1702406";"Arraias (TO)";"185539,5"
"1702554";"Augustinópolis (TO)";"253207,1"
"1702703";"Aurora do Tocantins (TO)";"42075,7"
"1702901";"Axixá do Tocantins (TO)";"120410,2"
"1703008";"Babaçulândia (TO)";"105059,5"
"1703057";"Bandeirantes do Tocantins (TO)";"120321,8"
"1703073";"Barra do Ouro (TO)";"56230,0"
"1703107";"Barrolândia (TO)";"93834,3"
"1703206";"Bernardo Sayão (TO)";"74695,9"
"1703305";"Bom Jesus do Tocantins (TO)";"74023,4"
"1703602";"Brasilândia do Tocantins (TO)";"41060,1"
"1703701";"Brejinho de Nazaré (TO)";"193570,5"
"1703800";"Buriti do Tocantins (TO)";"97736,6"
"1703826";"Cachoeirinha (TO)";"27218,9"
"1703842";"Campos Lindos (TO)";"306171,2"
"1703867";"Cariri do Tocantins (TO)";"348250,5"
"1703883";"Carmolândia (TO)";"36921,5"
"1703891";"Carrasco Bonito (TO)";"40010,1"
"1703909";"Caseara (TO)";"157639,4"
"1704105";"Centenário (TO)";"34345,3"
"1704600";"Chapada de Areia (TO)";"23899,0"
"1705102";"Chapada da Natividade (TO)";"64165,4"
"1705508";"Colinas do Tocantins (TO)";"724136,9"
"1705557";"Combinado (TO)";"67200,6"
"1705607";"Conceição do Tocantins (TO)";"51984,8"
"1706001";"Couto Magalhães (TO)";"116343,4"
"1706100";"Cristalândia (TO)";"109219,9"
"1706258";"Crixás do Tocantins (TO)";"43545,5"
"1706506";"Darcinópolis (TO)";"185653,6"
"1707009";"Dianópolis (TO)";"388671,9"
"1707108";"Divinópolis do Tocantins (TO)";"121986,1"
"1707207";"Dois Irmãos do Tocantins (TO)";"102541,9"
"1707306";"Dueré (TO)";"115335,5"
"1707405";"Esperantina (TO)";"89003,6"
"1707553";"Fátima (TO)";"67161,9"
"1707652";"Figueirópolis (TO)";"170207,6"
"1707702";"Filadélfia (TO)";"101688,8"
"1708205";"Formoso do Araguaia (TO)";"348253,4"
"1708254";"Tabocão (TO)";"186819,4"
"1708304";"Goianorte (TO)";"74752,3"
"1709005";"Goiatins (TO)";"160692,7"
"1709302";"Guaraí (TO)";"649211,4"
"1709500";"Gurupi (TO)";"2196700,6"
"1709807";"Ipueiras (TO)";"30786,2"
"1710508";"Itacajá (TO)";"99047,3"
"1710706";"Itaguatins (TO)";"64383,8"
"1710904";"Itapiratins (TO)";"71024,4"
"1711100";"Itaporã do Tocantins (TO)";"43133,5"
"1711506";"Jaú do Tocantins (TO)";"59576,4"
"1711803";"Juarina (TO)";"30537,4"
"1711902";"Lagoa da Confusão (TO)";"484424,9"
"1711951";"Lagoa do Tocantins (TO)";"39775,1"
"1712009";"Lajeado (TO)";"67549,6"
"1712157";"Lavandeira (TO)";"23728,3"
"1712405";"Lizarda (TO)";"42478,0"
"1712454";"Luzinópolis (TO)";"33690,4"
"1712504";"Marianópolis do Tocantins (TO)";"126046,3"
"1712702";"Mateiros (TO)";"135696,9"
"1712801";"Maurilândia do Tocantins (TO)";"36448,9"
"1713205";"Miracema do Tocantins (TO)";"525389,1"
"1713304";"Miranorte (TO)";"262097,3"
"1713601";"Monte do Carmo (TO)";"175204,2"
"1713700";"Monte Santo do Tocantins (TO)";"35923,9"
"1713809";"Palmeiras do Tocantins (TO)";"68796,6"
"1713957";"Muricilândia (TO)";"43008,9"
"1714203";"Natividade (TO)";"174044,4"
"1714302";"Nazaré (TO)";"44078,5"
"1714880";"Nova Olinda (TO)";"264062,8"
"1715002";"Nova Rosalândia (TO)";"55199,7"
"1715101";"Novo Acordo (TO)";"52047,0"
"1715150";"Novo Alegre (TO)";"27365,6"
"1715259";"Novo Jardim (TO)";"29371,3"
"1715507";"Oliveira de Fátima (TO)";"19229,7"
"1715705";"Palmeirante (TO)";"95877,0"
"1715754";"Palmeirópolis (TO)";"118347,2"
"1716109";"Paraíso do Tocantins (TO)";"1221784,9"
"1716208";"Paranã (TO)";"215390,4"
"1716307";"Pau D'Arco (TO)";"68988,9"
"1716505";"Pedro Afonso (TO)";"532347,5"
"1716604";"Peixe (TO)";"527356,8"
"1716653";"Pequizeiro (TO)";"75366,7"
"1716703";"Colméia (TO)";"143769,8"
"1717008";"Pindorama do Tocantins (TO)";"52804,8"
"1717206";"Piraquê (TO)";"51543,6"
"1717503";"Pium (TO)";"157306,1"
"1717800";"Ponte Alta do Bom Jesus (TO)";"47242,4"
"1717909";"Ponte Alta do Tocantins (TO)";"83936,0"
"1718006";"Porto Alegre do Tocantins (TO)";"31094,8"
"1718204";"Porto Nacional (TO)";"1677032,0"
"1718303";"Praia Norte (TO)";"72318,4"
"1718402";"Presidente Kennedy (TO)";"49035,6"
"1718451";"Pugmil (TO)";"56568,6"
"1718501";"Recursolândia (TO)";"43088,1"
"1718550";"Riachinho (TO)";"47088,2"
"1718659";"Rio da Conceição (TO)";"21080,3"
"1718709";"Rio dos Bois (TO)";"50589,7"
"1718758";"Rio Sono (TO)";"65489,9"
"1718808";"Sampaio (TO)";"39168,3"
"1718840";"Sandolândia (TO)";"70318,2"
"1718865";"Santa Fé do Araguaia (TO)";"113607,7"
"1718881";"Santa Maria do Tocantins (TO)";"52508,9"
"1718899";"Santa Rita do Tocantins (TO)";"90894,5"
"1718907";"Santa Rosa do Tocantins (TO)";"149228,2"
"1719004";"Santa Tereza do Tocantins (TO)";"32085,5"
"1720002";"Santa Terezinha do Tocantins (TO)";"28803,5"
"1720101";"São Bento do Tocantins (TO)";"53133,5"
"1720150";"São Félix do Tocantins (TO)";"20810,2"
"1720200";"São Miguel do Tocantins (TO)";"105833,8"
"1720259";"São Salvador do Tocantins (TO)";"36683,1"
"1720309";"São Sebastião do Tocantins (TO)";"46328,4"
"1720499";"São Valério (TO)";"91622,6"
"1720655";"Silvanópolis (TO)";"155351,5"
"1720804";"Sítio Novo do Tocantins (TO)";"102290,9"
"1720853";"Sucupira (TO)";"64195,4"
"1720903";"Taguatinga (TO)";"242037,9"
"1720937";"Taipas do Tocantins (TO)";"22975,0"
"1720978";"Talismã (TO)";"82297,7"
"1721000";"Palmas (TO)";"9430359,7"
"1721109";"Tocantínia (TO)";"71807,2"
"1721208";"Tocantinópolis (TO)";"294324,9"
"1721257";"Tupirama (TO)";"49166,0"
"1721307";"Tupiratins (TO)";"29772,3"
"1722081";"Wanderlândia (TO)";"140640,7"
"1722107";"Xambioá (TO)";"289815,2"
"2100055";"Açailândia (MA)";"2598977,1"
"2100105";"Afonso Cunha (MA)";"51330,1"
"2100154";"Água Doce do Maranhão (MA)";"85969,3"
"2100204";"Alcântara (MA)";"129607,2"
"2100303";"Aldeias Altas (MA)";"181014,8"
"2100402";"Altamira do Maranhão (MA)";"56418,7"
"2100436";"Alto Alegre do Maranhão (MA)";"268638,9"
"2100477";"Alto Alegre do Pindaré (MA)";"190347,5"
"2100501";"Alto Parnaíba (MA)";"349327,9"
"2100550";"Amapá do Maranhão (MA)";"51419,2"
"2100600";"Amarante do Maranhão (MA)";"313670,3"
"2100709";"Anajatuba (MA)";"177516,6"
"2100808";"Anapurus (MA)";"131342,1"
"2100832";"Apicum-Açu (MA)";"108769,9"
"2100873";"Araguanã (MA)";"81055,1"
"2100907";"Araioses (MA)";"269398,9"
"2100956";"Arame (MA)";"233245,8"
"2101004";"Arari (MA)";"253434,8"
"2101103";"Axixá (MA)";"73855,7"
"2101202";"Bacabal (MA)";"1210810,0"
"2101251";"Bacabeira (MA)";"306817,1"
"2101301";"Bacuri (MA)";"98270,6"
"2101350";"Bacurituba (MA)";"35064,5"
"2101400";"Balsas (MA)";"3493483,8"
"2101509";"Barão de Grajaú (MA)";"205981,7"
"2101608";"Barra do Corda (MA)";"722264,1"
"2101707";"Barreirinhas (MA)";"484767,3"
"2101731";"Belágua (MA)";"46355,9"
"2101772";"Bela Vista do Maranhão (MA)";"84588,8"
"2101806";"Benedito Leite (MA)";"42785,3"
"2101905";"Bequimão (MA)";"129085,0"
"2101939";"Bernardo do Mearim (MA)";"49354,4"
"2101970";"Boa Vista do Gurupi (MA)";"62701,0"
"2102002";"Bom Jardim (MA)";"314772,7"
"2102036";"Bom Jesus das Selvas (MA)";"289674,2"
"2102077";"Bom Lugar (MA)";"89704,2"
"2102101";"Brejo (MA)";"291709,7"
"2102150";"Brejo de Areia (MA)";"56880,2"
"2102200";"Buriti (MA)";"202129,2"
"2102309";"Buriti Bravo (MA)";"169171,6"
"2102325";"Buriticupu (MA)";"560128,0"
"2102358";"Buritirana (MA)";"99237,1"
"2102374";"Cachoeira Grande (MA)";"55037,1"
"2102408";"Cajapió (MA)";"55238,8"
"2102507";"Cajari (MA)";"103118,6"
"2102556";"Campestre do Maranhão (MA)";"165205,9"
"2102606";"Cândido Mendes (MA)";"129672,1"
"2102705";"Cantanhede (MA)";"124231,8"
"2102754";"Capinzal do Norte (MA)";"143555,2"
"2102804";"Carolina (MA)";"322562,9"
"2102903";"Carutapera (MA)";"165980,9"
"2103000";"Caxias (MA)";"1810190,9"
"2103109";"Cedral (MA)";"67404,0"
"2103125";"Central do Maranhão (MA)";"48114,7"
"2103158";"Centro do Guilherme (MA)";"80629,8"
"2103174";"Centro Novo do Maranhão (MA)";"146350,9"
"2103208";"Chapadinha (MA)";"710340,6"
"2103257";"Cidelândia (MA)";"130210,4"
"2103307";"Codó (MA)";"961570,6"
"2103406";"Coelho Neto (MA)";"366977,7"
"2103505";"Colinas (MA)";"383083,2"
"2103554";"Conceição do Lago-Açu (MA)";"109203,0"
"2103604";"Coroatá (MA)";"456534,5"
"2103703";"Cururupu (MA)";"233826,5"
"2103752";"Davinópolis (MA)";"475510,5"
"2103802";"Dom Pedro (MA)";"229483,4"
"2103901";"Duque Bacelar (MA)";"76859,9"
"2104008";"Esperantinópolis (MA)";"140249,5"
"2104057";"Estreito (MA)";"982492,1"
"2104073";"Feira Nova do Maranhão (MA)";"75600,0"
"2104081";"Fernando Falcão (MA)";"70160,6"
"2104099";"Formosa da Serra Negra (MA)";"139835,4"
"2104107";"Fortaleza dos Nogueiras (MA)";"158397,9"
"2104206";"Fortuna (MA)";"108005,7"
"2104305";"Godofredo Viana (MA)";"114843,3"
"2104404";"Gonçalves Dias (MA)";"120682,6"
"2104503";"Governador Archer (MA)";"77553,8"
"2104552";"Governador Edison Lobão (MA)";"256701,9"
"2104602";"Governador Eugênio Barros (MA)";"97604,1"
"2104628";"Governador Luiz Rocha (MA)";"55414,4"
"2104651";"Governador Newton Bello (MA)";"67248,0"
"2104677";"Governador Nunes Freire (MA)";"214644,7"
"2104701";"Graça Aranha (MA)";"38686,4"
"2104800";"Grajaú (MA)";"750824,7"
"2104909";"Guimarães (MA)";"84478,1"
"2105005";"Humberto de Campos (MA)";"161007,4"
"2105104";"Icatu (MA)";"155840,4"
"2105153";"Igarapé do Meio (MA)";"186081,3"
"2105203";"Igarapé Grande (MA)";"88856,6"
"2105302";"Imperatriz (MA)";"7141379,5"
"2105351";"Itaipava do Grajaú (MA)";"84230,4"
"2105401";"Itapecuru Mirim (MA)";"562978,0"
"2105427";"Itinga do Maranhão (MA)";"316903,5"
