 Óbitos por causas evitáveis de 5 a 74 anos - Paraná
Óbitos p/Residênc por Município
Período:2018
"Município";"Óbitos_p/Residênc"
"412575 SAO PEDRO DO IGUACU";21
"412580 SAO PEDRO DO IVAI";35
"412590 SAO PEDRO DO PARANA";9
"412600 SAO SEBASTIAO DA AMOREIRA";32
"412610 SAO TOME";20
"412620 SAPOPEMA";22
"412625 SARANDI";387
"412627 SAUDADE DO IGUACU";24
"412630 SENGES";67
"412635 SERRANOPOLIS DO IGUACU";19
"412640 SERTANEJA";26
"412650 SERTANOPOLIS";71
"412660 SIQUEIRA CAMPOS";96
"412665 SULINA";5
"412667 TAMARANA";40
"412670 TAMBOARA";28
"412680 TAPEJARA";55
"412690 TAPIRA";30
"412700 TEIXEIRA SOARES";33
"412710 TELEMACO BORBA";309
"412720 TERRA BOA";65
"412730 TERRA RICA";64
"412740 TERRA ROXA";82
"412750 TIBAGI";82
"412760 TIJUCAS DO SUL";56
"412770 TOLEDO";442
"412780 TOMAZINA";33
"412785 TRES BARRAS DO PARANA";42
"412788 TUNAS DO PARANA";23
"412790 TUNEIRAS DO OESTE";41
"412795 TUPASSI";34
"412796 TURVO";46
"412800 UBIRATA";101
"412810 UMUARAMA";385
"412820 UNIAO DA VITORIA";239
"412830 UNIFLOR";8
"412840 URAI";58
"412850 WENCESLAU BRAZ";101
"412853 VENTANIA";53
"412855 VERA CRUZ DO OESTE";27
"412860 VERE";27
"412862 ALTO PARAISO";21
"412863 DOUTOR ULYSSES";12
"412865 VIRMOND";18
"412870 VITORINO";25
"412880 XAMBRE";20
"Total";41730
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 e atualizados em 02/12/2025.
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
